Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcodes,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
the-chic-mom-royal-pamper-kit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1026/6145/6240/files/Screenshot2026-07-10181119.png?v=1783687312,2,"The ""Chic Mom"" Royal Pamper Kit - CHIC The Botanical Beauty",,,,,,,,
the-chic-mom-royal-pamper-kit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1026/6145/6240/files/Screenshot2026-07-10181125.png?v=1783687312,3,"The ""Chic Mom"" Royal Pamper Kit - CHIC The Botanical Beauty",,,,,,,,
rose-water,Rose Water,"<h2>One spritz of pure botanical freshness</h2><p>Pure steam-distilled Rose Water that tones, refreshes and calms the skin in a single spritz. A timeless Ayurvedic staple for every routine.</p><h3>Why you’ll love it</h3><ul><li>Tones and tightens pores naturally</li><li>Instantly hydrates and refreshes dull skin</li><li>Soothes redness and irritation</li><li>Preps skin for serums and moisturisers</li></ul><h3>Key botanicals</h3><p>100% steam-distilled Damask Rose</p><h3>How to use</h3><p>Spritz on cleansed face morning and evening, or use anytime for a burst of freshness. Follow with moisturiser.</p><h3>Care</h3><p>Store in a cool, dry place away from direct sunlight. Patch-test before first use. For external use only. 100% botanical, cruelty-free and made in India.</p>",CHIC The Botanical Beauty,Health & Beauty > Personal Care > Cosmetics > Skin Care,Skin Care,"Skin Care, Toner, Rose, Ayurvedic",true,Title,Default Title,,,,,,,,CHIC-003,0,shopify,100,deny,manual,299.00,399.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/1026/6145/6240/files/Screenshot2026-07-10180919.png?v=1783687179,1,Rose Water - CHIC The Botanical Beauty,false,Rose Water | CHIC The Botanical Beauty,"Pure steam-distilled Rose Water that tones, refreshes and calms the skin in a single spritz. A timeless Ayurvedic staple for every routine.",,g,,,active
rose-water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1026/6145/6240/files/Screenshot2026-07-10180926.png?v=1783687179,2,Rose Water - CHIC The Botanical Beauty,,,,,,,,
black-premium-plastic-head-massager-pack-of-5,Black Premium Plastic Head Massager Pack Of 5,"<h2>Turn every oiling into a spa moment</h2><p>A pack of five premium scalp massagers that turn every hair-oil ritual into a spa moment. Flexible bristles stimulate the scalp and boost circulation.</p><h3>Why you’ll love it</h3><ul><li>Stimulates blood circulation for healthier roots</li><li>Helps oils and treatments absorb better</li><li>Relaxes and relieves stress in minutes</li><li>Pack of 5 — share or keep one everywhere</li></ul><h3>Key botanicals</h3><p>Durable, skin-friendly premium material</p><h3>How to use</h3><p>Place on the scalp and move in gentle circular motions for 5–10 minutes, ideally with CHIC Herbal Hair Oil.</p><h3>Care</h3><p>Store in a cool, dry place away from direct sunlight. Patch-test before first use. For external use only. 100% botanical, cruelty-free and made in India.</p>",CHIC The Botanical Beauty,Health & Beauty > Personal Care > Hair Care,Hair Care,"Hair Care, Accessories, Massager, Scalp Care",true,Title,Default Title,,,,,,,,CHIC-004,0,shopify,100,deny,manual,359.00,499.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/1026/6145/6240/files/Screenshot2026-07-10180140.png?v=1783686728,1,Black Premium Plastic Head Massager Pack Of 5 - CHIC The Botanical Beauty,false,Black Premium Plastic Head Massager Pack Of 5 | CHIC The Botanical Bea,A pack of five premium scalp massagers that turn every hair-oil ritual into a spa moment. Flexible bristles stimulate the scalp and boost circulation.,,g,,,active
black-premium-plastic-head-massager-pack-of-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1026/6145/6240/files/Screenshot2026-07-10180149.png?v=1783686728,2,Black Premium Plastic Head Massager Pack Of 5 - CHIC The Botanical Beauty,,,,,,,,
chic-luxury-botanical-beauty-hamper-perfect-skincare-gift-set,CHIC Luxury Botanical Beauty Hamper | Perfect Skincare Gift Set,"<h2>A gift of nature, for all skin types</h2><p>The CHIC Luxury Botanical Beauty Hamper brings together our Probiotic Facewash, SuryaVeda Sunscreen, Body Yogurt and a free Aloe Vera Gel in a premium gift box — a gift of nature, for all skin types.</p><h3>Why you’ll love it</h3><ul><li>Curated skin & body care in one premium box</li><li>Deep hydration and pore minimising (Aloe Gel)</li><li>Gentle cleansing and microbiome support (Facewash)</li><li>Complete suncare with SuryaVeda SPF 50</li></ul><h3>Key botanicals</h3><p>Aloe Vera, Probiotics, Hyaluronic Acid, Kokum & Jojoba</p><h3>How to use</h3><p>Cleanse, protect with sunscreen by day, and moisturise with body yogurt daily. Aloe gel soothes skin any time.</p><h3>Care</h3><p>Store in a cool, dry place away from direct sunlight. Patch-test before first use. For external use only. 100% botanical, cruelty-free and made in India.</p>",CHIC The Botanical Beauty,Health & Beauty > Personal Care > Cosmetics > Cosmetic & Toiletry Bags,Gift Set,"Gift Sets, Hamper, Skin Care, Best Seller",true,Title,Default Title,,,,,,,,CHIC-005,0,shopify,100,deny,manual,799.00,1049.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/1026/6145/6240/files/Screenshot2026-07-10174900.png?v=1783686040,1,CHIC Luxury Botanical Beauty Hamper | Perfect Skincare Gift Set - CHIC The Botanical Beauty,false,CHIC Luxury Botanical Beauty Hamper | Perfect Skincare Gift Set | CHIC,"The CHIC Luxury Botanical Beauty Hamper brings together our Probiotic Facewash, SuryaVeda Sunscreen, Body Yogurt and a free Aloe Vera Gel in a premium gift box — a gift of nature, for all skin types.",,g,,,active
chic-luxury-botanical-beauty-hamper-perfect-skincare-gift-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1026/6145/6240/files/Screenshot2026-07-10174906.png?v=1783686040,2,CHIC Luxury Botanical Beauty Hamper | Perfect Skincare Gift Set - CHIC The Botanical Beauty,,,,,,,,
chic-luxury-botanical-beauty-hamper-perfect-skincare-gift-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1026/6145/6240/files/Screenshot2026-07-10174923.png?v=1783686039,3,CHIC Luxury Botanical Beauty Hamper | Perfect Skincare Gift Set - CHIC The Botanical Beauty,,,,,,,,
chic-luxury-botanical-beauty-hamper-perfect-skincare-gift-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1026/6145/6240/files/Screenshot2026-07-10174932.png?v=1783686040,4,CHIC Luxury Botanical Beauty Hamper | Perfect Skincare Gift Set - CHIC The Botanical Beauty,,,,,,,,
chic-luxury-botanical-beauty-hamper-perfect-skincare-gift-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1026/6145/6240/files/Screenshot2026-07-10174938.png?v=1783686039,5,CHIC Luxury Botanical Beauty Hamper | Perfect Skincare Gift Set - CHIC The Botanical Beauty,,,,,,,,
chic-luxury-botanical-beauty-hamper-perfect-skincare-gift-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1026/6145/6240/files/Screenshot2026-07-10174946.png?v=1783686039,6,CHIC Luxury Botanical Beauty Hamper | Perfect Skincare Gift Set - CHIC The Botanical Beauty,,,,,,,,
chic-luxury-botanical-beauty-hamper-perfect-skincare-gift-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1026/6145/6240/files/Screenshot2026-07-10175017.png?v=1783686040,7,CHIC Luxury Botanical Beauty Hamper | Perfect Skincare Gift Set - CHIC The Botanical Beauty,,,,,,,,
clear-skin-defence-combo-fades-dark-spots-prevents-sun-damage-even-skin-tone-all-day-care,Clear Skin Defence Combo | Fades Dark Spots | Prevents Sun Damage | Even Skin Tone | All Day Care,"<h2>Fade the spots. Block the sun. Keep the glow.</h2><p>Your all-day defence against dark spots and sun damage. This combo pairs AyuraBright Pigmentation Correcting Cream with SuryaVeda SPF 50 to fade existing spots while preventing new ones.</p><h3>Why you’ll love it</h3><ul><li>Fades dark spots and pigmentation</li><li>SPF 50 PA+++ prevents sun damage</li><li>Evens skin tone with daily use</li><li>Morning-to-night care in two steps</li></ul><h3>Key botanicals</h3><p>Herbal brightening extracts, Hyaluronic Acid, Aloe Vera, mineral UV filters</p><h3>How to use</h3><p>Apply AyuraBright cream on cleansed skin, then finish with SuryaVeda sunscreen every morning. Reapply sunscreen as needed.</p><h3>Care</h3><p>Store in a cool, dry place away from direct sunlight. Patch-test before first use. For external use only. 100% botanical, cruelty-free and made in India.</p>",CHIC The Botanical Beauty,Health & Beauty > Personal Care > Cosmetics > Skin Care,Combo,"Combo, Skin Care, Sunscreen, Pigmentation",true,Title,Default Title,,,,,,,,CHIC-006,0,shopify,100,deny,manual,799.00,1049.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/1026/6145/6240/files/Screenshot2026-07-10174701.png?v=1783685841,1,Clear Skin Defence Combo | Fades Dark Spots | Prevents Sun Damage | Even Skin Tone | All Day Care - CHIC The Botanical Beauty,false,Clear Skin Defence Combo | Fades Dark Spots | Prevents Sun Damage | Ev,Your all-day defence against dark spots and sun damage. This combo pairs AyuraBright Pigmentation Correcting Cream with SuryaVeda SPF 50 to fade existing spots while preventing new ones.,,g,,,active
probiotic-face-wash-pack-of-2,Probiotic Face Wash Pack Of 2,"<h2>The microbiome-friendly cleanse your skin loves</h2><p>Our bestselling Probiotic Facewash in a value pack of two. Enriched with probiotics, hyaluronic acid and niacinamide, it cleanses deeply while protecting your skin's natural microbiome.</p><h3>Why you’ll love it</h3><ul><li>Gently removes dirt and excess oil without stripping</li><li>Probiotics balance and strengthen the skin barrier</li><li>Hyaluronic acid keeps skin plump and hydrated</li><li>Suitable for all skin types, twice-daily use</li></ul><h3>Key botanicals</h3><p>Probiotics, Hyaluronic Acid, Niacinamide</p><h3>How to use</h3><p>Massage a coin-sized amount onto damp face for 30–60 seconds, rinse and pat dry. Use morning and night.</p><h3>Care</h3><p>Store in a cool, dry place away from direct sunlight. Patch-test before first use. For external use only. 100% botanical, cruelty-free and made in India.</p>",CHIC The Botanical Beauty,Health & Beauty > Personal Care > Cosmetics > Skin Care,Skin Care,"Skin Care, Face Wash, Probiotic, Best Seller",true,Title,Default Title,,,,,,,,CHIC-007,0,shopify,100,deny,manual,399.00,549.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/1026/6145/6240/files/Screenshot2026-07-10174352.png?v=1783685726,1,Probiotic Face Wash Pack Of 2 - CHIC The Botanical Beauty,false,Probiotic Face Wash Pack Of 2 | CHIC The Botanical Beauty,"Our bestselling Probiotic Facewash in a value pack of two. Enriched with probiotics, hyaluronic acid and niacinamide, it cleanses deeply while protecting your skin's natural microbiome.",,g,,,active
probiotic-face-wash-pack-of-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1026/6145/6240/files/Screenshot2026-07-10174359.png?v=1783685726,2,Probiotic Face Wash Pack Of 2 - CHIC The Botanical Beauty,,,,,,,,
probiotic-face-wash-pack-of-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1026/6145/6240/files/Screenshot2026-07-10174411.png?v=1783685726,3,Probiotic Face Wash Pack Of 2 - CHIC The Botanical Beauty,,,,,,,,
probiotic-face-wash-pack-of-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1026/6145/6240/files/Screenshot2026-07-10174426.png?v=1783685726,4,Probiotic Face Wash Pack Of 2 - CHIC The Botanical Beauty,,,,,,,,
probiotic-face-wash-pack-of-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1026/6145/6240/files/Screenshot2026-07-10174434.png?v=1783685726,5,Probiotic Face Wash Pack Of 2 - CHIC The Botanical Beauty,,,,,,,,
probiotic-face-wash-pack-of-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1026/6145/6240/files/Screenshot2026-07-10174450.png?v=1783685726,6,Probiotic Face Wash Pack Of 2 - CHIC The Botanical Beauty,,,,,,,,
probiotic-face-wash-pack-of-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1026/6145/6240/files/Screenshot2026-07-10174459.png?v=1783685726,7,Probiotic Face Wash Pack Of 2 - CHIC The Botanical Beauty,,,,,,,,
natural-pigmentation-repair-cream-and-herbal-hair-oil-with-comb-combo-set-pack-of-2,Natural Pigmentation Repair Cream And Herbal Hair Oil With Comb Combo Set Pack Of 2,"<h2>Even-toned skin meets stronger, shinier hair</h2><p>A skin-and-hair power duo: our Natural Pigmentation Repair Cream to visibly even skin tone, paired with Herbal Hair Oil with a wooden comb for stronger, shinier hair.</p><h3>Why you’ll love it</h3><ul><li>Visibly reduces dark spots and uneven tone</li><li>Herbal oil nourishes roots and reduces hair fall</li><li>Wooden comb helps distribute oil evenly</li><li>Complete beauty ritual at a value price</li></ul><h3>Key botanicals</h3><p>Herbal brightening extracts, cold-pressed botanical oils</p><h3>How to use</h3><p>Apply cream to cleansed skin at night. Massage oil into the scalp 1–2 hours before wash, using the comb to spread evenly.</p><h3>Care</h3><p>Store in a cool, dry place away from direct sunlight. Patch-test before first use. For external use only. 100% botanical, cruelty-free and made in India.</p>",CHIC The Botanical Beauty,Health & Beauty > Personal Care > Cosmetics > Skin Care,Combo,"Combo, Skin Care, Hair Care, Pigmentation, Hair Oil",true,Title,Default Title,,,,,,,,CHIC-008,0,shopify,100,deny,manual,599.00,799.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/1026/6145/6240/files/Screenshot2026-07-10173556.png?v=1783685243,1,Natural Pigmentation Repair Cream And Herbal Hair Oil With Comb Combo Set Pack Of 2 - CHIC The Botanical Beauty,false,Natural Pigmentation Repair Cream And Herbal Hair Oil With Comb Combo ,"A skin-and-hair power duo: our Natural Pigmentation Repair Cream to visibly even skin tone, paired with Herbal Hair Oil with a wooden comb for stronger, shinier hair.",,g,,,active
natural-pigmentation-repair-cream-and-herbal-hair-oil-with-comb-combo-set-pack-of-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1026/6145/6240/files/Screenshot2026-07-10173601.png?v=1783685243,2,Natural Pigmentation Repair Cream And Herbal Hair Oil With Comb Combo Set Pack Of 2 - CHIC The Botanical Beauty,,,,,,,,
natural-pigmentation-repair-cream-and-herbal-hair-oil-with-comb-combo-set-pack-of-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1026/6145/6240/files/Screenshot2026-07-10173606.png?v=1783685243,3,Natural Pigmentation Repair Cream And Herbal Hair Oil With Comb Combo Set Pack Of 2 - CHIC The Botanical Beauty,,,,,,,,
natural-pigmentation-repair-cream-and-herbal-hair-oil-with-comb-combo-set-pack-of-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1026/6145/6240/files/Screenshot2026-07-10173613.png?v=1783685243,4,Natural Pigmentation Repair Cream And Herbal Hair Oil With Comb Combo Set Pack Of 2 - CHIC The Botanical Beauty,,,,,,,,
natural-pigmentation-repair-cream-and-herbal-hair-oil-with-comb-combo-set-pack-of-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1026/6145/6240/files/Screenshot2026-07-10173621.png?v=1783685243,5,Natural Pigmentation Repair Cream And Herbal Hair Oil With Comb Combo Set Pack Of 2 - CHIC The Botanical Beauty,,,,,,,,
natural-pigmentation-repair-cream-and-herbal-hair-oil-with-comb-combo-set-pack-of-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1026/6145/6240/files/Screenshot2026-07-10173633.png?v=1783685243,6,Natural Pigmentation Repair Cream And Herbal Hair Oil With Comb Combo Set Pack Of 2 - CHIC The Botanical Beauty,,,,,,,,
natural-pigmentation-repair-cream-and-herbal-hair-oil-with-comb-combo-set-pack-of-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1026/6145/6240/files/Screenshot2026-07-10173642.png?v=1783685243,7,Natural Pigmentation Repair Cream And Herbal Hair Oil With Comb Combo Set Pack Of 2 - CHIC The Botanical Beauty,,,,,,,,
natural-pigmentation-repair-cream-and-herbal-hair-oil-with-comb-combo-set-pack-of-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1026/6145/6240/files/Screenshot2026-07-10173654.png?v=1783685243,8,Natural Pigmentation Repair Cream And Herbal Hair Oil With Comb Combo Set Pack Of 2 - CHIC The Botanical Beauty,,,,,,,,
the-3-step-clear-skin-kit,The 3-Step Clear Skin Kit,"<h2>Cleanse. Correct. Protect. Clear skin in 3 steps.</h2><p>Clear skin, simplified. Cleanse with the Probiotic Facewash, correct with AyuraBright cream, and protect with SuryaVeda SPF 50 — three steps, one routine, visible results.</p><h3>Why you’ll love it</h3><ul><li>Complete cleanse-correct-protect routine</li><li>Targets dullness, spots and sun damage</li><li>Gentle enough for daily use on all skin types</li></ul><h3>Key botanicals</h3><p>Probiotics, herbal brightening extracts, mineral UV filters</p><h3>How to use</h3><p>Step 1: cleanse. Step 2: apply correcting cream. Step 3: finish with SPF every morning.</p><h3>Care</h3><p>Store in a cool, dry place away from direct sunlight. Patch-test before first use. For external use only. 100% botanical, cruelty-free and made in India.</p>",CHIC The Botanical Beauty,Health & Beauty > Personal Care > Cosmetics > Skin Care,Kit,"Kit, Skin Care, Face Wash, Pigmentation, Sunscreen",true,Title,Default Title,,,,,,,,CHIC-009,0,shopify,100,deny,manual,999.00,1299.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/1026/6145/6240/files/Screenshot2026-07-10173359.png?v=1783685051,1,The 3-Step Clear Skin Kit - CHIC The Botanical Beauty,false,The 3-Step Clear Skin Kit | CHIC The Botanical Beauty,"Clear skin, simplified. Cleanse with the Probiotic Facewash, correct with AyuraBright cream, and protect with SuryaVeda SPF 50 — three steps, one routine, visible results.",,g,,,active
aloe-vera-and-neem-face-and-body-scrub,Aloe Vera And Neem Face And Body Scrub,"<h2>Polished, purified skin the botanical way</h2><p>A purifying face and body scrub that buffs away dead cells with the antibacterial power of neem and the soothing touch of aloe vera. Skin feels polished, soft and fresh.</p><h3>Why you’ll love it</h3><ul><li>Gently exfoliates dead skin and tan</li><li>Neem purifies and helps prevent breakouts</li><li>Aloe vera soothes and hydrates while you scrub</li><li>Safe for face and body</li></ul><h3>Key botanicals</h3><p>Neem extract, Aloe Vera, natural exfoliants</p><h3>How to use</h3><p>Massage onto damp skin in circular motions 2–3 times a week, then rinse. Follow with moisturiser.</p><h3>Care</h3><p>Store in a cool, dry place away from direct sunlight. Patch-test before first use. For external use only. 100% botanical, cruelty-free and made in India.</p>",CHIC The Botanical Beauty,Health & Beauty > Personal Care > Cosmetics > Bath & Body,Body Care,"Body Care, Skin Care, Scrub, Neem, Aloe Vera",true,Title,Default Title,,,,,,,,CHIC-010,0,shopify,100,deny,manual,199.00,299.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/1026/6145/6240/files/Screenshot2026-07-10173034.png?v=1783684933,1,Aloe Vera And Neem Face And Body Scrub - CHIC The Botanical Beauty,false,Aloe Vera And Neem Face And Body Scrub | CHIC The Botanical Beauty,"A purifying face and body scrub that buffs away dead cells with the antibacterial power of neem and the soothing touch of aloe vera. Skin feels polished, soft and fresh.",,g,,,active
aloe-vera-and-neem-face-and-body-scrub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1026/6145/6240/files/Screenshot2026-07-10173047.png?v=1783684934,2,Aloe Vera And Neem Face And Body Scrub - CHIC The Botanical Beauty,,,,,,,,
aloe-vera-and-neem-face-and-body-scrub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1026/6145/6240/files/Screenshot2026-07-10173053.png?v=1783684934,3,Aloe Vera And Neem Face And Body Scrub - CHIC The Botanical Beauty,,,,,,,,
aloe-vera-and-neem-face-and-body-scrub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1026/6145/6240/files/Screenshot2026-07-10173114.png?v=1783684933,4,Aloe Vera And Neem Face And Body Scrub - CHIC The Botanical Beauty,,,,,,,,
aloe-vera-and-neem-face-and-body-scrub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1026/6145/6240/files/Screenshot_2026-07-10_173237.png?v=1783684979,5,Aloe Vera And Neem Face And Body Scrub - CHIC The Botanical Beauty,,,,,,,,
